id,year,loan_limit,gender,approved_in_advance,loan_type,loan_purpose,credit_worthiness,open_credit,loan_category,loan_amount,rate_of_interest,interest_rate_spread,upfront_charges,loan_term,negative_amortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,total_units,annual_income,credit_type,credit_score,co_applicant_credit_type,age_group,submission_type,loan_to_value_ratio,region,security_type,is_loan_default,debt_to_income_ratio,ltv_band
25340,2019,Conforming,Male,Not Pre-Approved,type3,p3,High Risk,No,Personal,266500,3.5,-0.169,2627.1,360,No,No,No,418000,Site Build,Permanent Residency,Home,1,3540,EQUI,692,EXP,65-74,Through Institution,0.6376,North,Direct,1,38,60-80%
25341,2019,Conforming,Joint,Not Pre-Approved,type2,p1,High Risk,No,Business,226500,3.99,0.9621,2627.1,360,No,No,No,228000,Site Build,Permanent Residency,Home,1,2220,CIB,522,EXP,65-74,Direct,0.9934,Central,Direct,1,50,>80%
25342,2019,Conforming,Female,Not Pre-Approved,type1,p3,High Risk,No,Personal,266500,4.125,0.0743,370.63,360,No,No,No,358000,Site Build,Permanent Residency,Home,1,6240,EXP,830,EXP,35-44,Direct,0.7444,South,Direct,0,27,60-80%
25343,2019,Conforming,Unknown,Not Pre-Approved,type1,p2,High Risk,No,Personal,86500,3.99,0.3528,2627.1,180,No,Yes,No,138000,Site Build,Permanent Residency,Home,1,4860,CIB,877,CIB,55-64,Through Institution,0.6268,South,Direct,1,20,60-80%
25344,2019,Conforming,Unknown,Not Pre-Approved,type2,p3,High Risk,No,Business,116500,3.99,0.9621,2627.1,360,No,No,No,418000,Site Build,Permanent Residency,Home,1,1860,EQUI,614,EXP,35-44,Through Institution,0.2787,South,Direct,1,38,<60%
25345,2019,Non-Conforming,Joint,Not Pre-Approved,type1,p1,High Risk,No,Personal,196500,3.625,0.6092,7095.46,180,No,No,No,358000,Site Build,Permanent Residency,Home,1,8340,EXP,706,EXP,55-64,Through Institution,0.5489,North,Direct,0,22,<60%
25346,2019,Conforming,Unknown,Pre-Approved,type3,p3,High Risk,No,Personal,186500,3.99,1.1688,5850,240,No,No,No,258000,Site Build,Permanent Residency,Home,1,3600,CRIF,546,CIB,45-54,Through Institution,0.7229,South,Direct,0,30,60-80%
25347,2019,Conforming,Joint,Pre-Approved,type2,p1,High Risk,No,Business,346500,4.375,1.7709,3825.11,360,No,No,No,358000,Site Build,Permanent Residency,Home,1,5460,CIB,858,EXP,25-34,Through Institution,0.9679,North,Direct,0,53,>80%
25348,2019,Conforming,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,506500,3.25,-0.2387,0,360,No,No,No,878000,Site Build,Permanent Residency,Home,1,9720,CIB,727,CIB,45-54,Through Institution,0.5769,South,Direct,0,31,<60%
25349,2019,Conforming,Unknown,Not Pre-Approved,type3,p1,Low Risk,No,Personal,126500,3.5,-0.169,2627.1,300,Yes,No,No,128000,Site Build,Permanent Residency,Home,1,1740,CRIF,626,CIB,>74,Through Institution,0.9883,South,Direct,1,45,>80%
25350,2019,Conforming,Joint,Not Pre-Approved,type3,p4,High Risk,No,Personal,506500,3.75,-0.428,0,360,No,No,No,618000,Site Build,Permanent Residency,Home,1,5760,CIB,620,EXP,65-74,Direct,0.8196,Central,Direct,0,43,>80%
25351,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,306500,3.875,0.3451,6090,360,No,No,No,438000,Site Build,Investment,Home,1,1800,CRIF,580,CIB,>74,Direct,0.6998,Central,Direct,0,47,60-80%
25352,2019,Conforming,Joint,Not Pre-Approved,type1,p1,High Risk,No,Personal,506500,3.875,0.3239,0,360,No,No,No,538000,Site Build,Permanent Residency,Home,1,4980,CRIF,698,EXP,45-54,Direct,0.9414,North,Direct,0,47,>80%
25353,2019,Conforming,Unknown,Not Pre-Approved,type3,p4,High Risk,No,Personal,356500,3.5,-0.169,2627.1,360,No,No,No,418000,Site Build,Permanent Residency,Home,1,0,EQUI,609,EXP,25-34,Through Institution,0.8529,South,Direct,1,38,>80%
25354,2019,Conforming,Female,Not Pre-Approved,type1,p2,High Risk,No,Personal,106500,3.99,0.3528,2627.1,180,Yes,No,No,188000,Site Build,Permanent Residency,Home,1,3000,CRIF,623,CIB,45-54,Through Institution,0.5665,North,Direct,1,30,<60%
25355,2019,Conforming,Male,Not Pre-Approved,type1,p1,High Risk,No,Personal,496500,3.99,0.3528,2627.1,360,No,No,No,418000,Site Build,Permanent Residency,Home,1,12360,EQUI,544,EXP,45-54,Direct,1.1878,North,Direct,1,34,>80%
25356,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,486500,4.99,1.3328,1250,360,No,No,No,948000,Site Build,Investment,Home,1,7920,CIB,645,EXP,45-54,Through Institution,0.5132,South,Direct,0,46,<60%
25357,2019,Conforming,Female,Not Pre-Approved,type1,p3,High Risk,No,Personal,136500,3.75,0.2584,4214.38,360,No,No,No,268000,Site Build,Permanent Residency,Home,1,4500,CRIF,620,CIB,45-54,Through Institution,0.5093,North-East,Direct,0,25,<60%
25358,2019,Conforming,Joint,Not Pre-Approved,type1,p1,High Risk,No,Personal,186500,3.125,-0.5986,4052.79,360,No,No,No,238000,Site Build,Permanent Residency,Home,1,2820,EXP,657,EXP,65-74,Through Institution,0.7836,North,Direct,0,41,60-80%
25359,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,546500,3.75,0.0258,1778.62,360,No,No,No,858000,Site Build,Permanent Residency,Home,1,9120,CIB,652,CIB,35-44,Direct,0.6369,North,Direct,0,36,60-80%
25360,2019,Conforming,Unknown,Pre-Approved,type2,p3,High Risk,No,Business,176500,3.875,0.9708,2838.9,360,No,No,No,198000,Site Build,Permanent Residency,Home,1,3420,CIB,860,EXP,65-74,Through Institution,0.8914,South,Direct,0,32,>80%
25361,2019,Conforming,Joint,Not Pre-Approved,type2,p1,High Risk,No,Business,456500,3.875,1.3271,9783.36,360,No,No,No,468000,Site Build,Permanent Residency,Home,1,6480,CIB,712,EXP,65-74,Direct,0.9754,South,Direct,0,54,>80%
25362,2019,Conforming,Female,Not Pre-Approved,type1,p1,High Risk,No,Personal,416500,3.25,-0.3409,3240,360,No,No,No,698000,Site Build,Permanent Residency,Home,1,7500,CIB,787,CIB,35-44,Direct,0.5967,North,Direct,0,34,<60%
25363,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,High Risk,No,Personal,356500,4.375,0.1946,5637.5,360,No,No,No,528000,Site Build,Permanent Residency,Home,1,5400,EXP,866,EXP,65-74,Through Institution,0.6752,South,Direct,0,45,60-80%
25364,2019,Conforming,Female,Not Pre-Approved,type2,p3,High Risk,No,Business,526500,3.99,0.9621,2627.1,300,No,Yes,No,658000,Site Build,Permanent Residency,Home,1,10500,CRIF,513,EXP,45-54,Through Institution,0.8002,North-East,Direct,1,57,>80%
25365,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,256500,2.99,0.1423,5760,180,No,No,No,508000,Site Build,Permanent Residency,Home,1,4440,EXP,737,EXP,45-54,Through Institution,0.5049,South,Direct,0,43,<60%
25366,2019,Conforming,Unknown,Not Pre-Approved,type1,p1,High Risk,No,Personal,566500,3.99,0.3528,2627.1,360,No,No,No,418000,Site Build,Permanent Residency,Home,1,5340,EQUI,694,EXP,25-34,Through Institution,1.3553,South,Direct,1,43,>80%
25367,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,196500,3.99,0.5491,6370,360,No,No,No,408000,Site Build,Permanent Residency,Home,1,2580,EXP,501,CIB,>74,Through Institution,0.4816,South,Direct,0,42,<60%
25368,2019,Conforming,Unknown,Not Pre-Approved,type3,p3,High Risk,No,Personal,336500,3.75,-0.0394,0,360,No,No,No,418000,Site Build,Permanent Residency,Home,1,4560,CIB,876,EXP,>74,Through Institution,0.8050,South,Direct,0,59,>80%
25369,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,406500,4.5,1.0226,6699.95,336,No,No,No,578000,Site Build,Permanent Residency,Home,1,6000,CIB,771,CIB,65-74,Through Institution,0.7033,South,Direct,0,39,60-80%
25370,2019,Conforming,Male,Not Pre-Approved,type3,p4,High Risk,No,Personal,446500,2.75,-0.8685,4929.95,360,No,No,No,568000,Site Build,Permanent Residency,Home,1,5760,EXP,898,CIB,35-44,Through Institution,0.7861,North,Direct,0,43,60-80%
25371,2019,Conforming,Unknown,Pre-Approved,type1,p1,High Risk,No,Personal,316500,4.375,0.2154,1926,360,Yes,No,No,328000,Site Build,Permanent Residency,Home,1,7260,CRIF,815,EXP,25-34,Through Institution,0.9649,South,Direct,0,32,>80%
25372,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,High Risk,No,Personal,286500,3.99,0.494,1250,360,No,No,No,318000,Site Build,Permanent Residency,Home,1,5400,EXP,736,CIB,35-44,Through Institution,0.9009,South,Direct,0,46,>80%
25373,2019,Conforming,Joint,Not Pre-Approved,type3,p1,High Risk,No,Personal,206500,3.75,0.1521,0,360,No,No,No,208000,Site Build,Permanent Residency,Home,1,6000,CIB,885,EXP,45-54,Direct,0.9928,North,Direct,0,42,>80%
25374,2019,Conforming,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,146500,4.56,0.3202,3155,360,No,No,No,318000,Site Build,Permanent Residency,Home,1,3420,EXP,760,CIB,55-64,Through Institution,0.4607,South,Direct,0,35,<60%
25375,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,446500,4.375,-0.0978,267.35,360,Yes,No,No,588000,Site Build,Permanent Residency,Home,1,6360,CIB,514,CIB,35-44,Direct,0.7594,South,Direct,0,43,60-80%
25376,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,226500,5.375,0.9403,3931.25,360,Yes,No,No,318000,Site Build,Permanent Residency,Home,1,2820,CIB,678,CIB,55-64,Through Institution,0.7123,South,Direct,0,48,60-80%
25377,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,High Risk,No,Personal,406500,3.99,0.3528,2627.1,240,No,No,No,478000,Site Build,Permanent Residency,Home,1,7800,CIB,843,EXP,35-44,Through Institution,0.8504,South,Direct,1,35,>80%
25378,2019,Conforming,Joint,Not Pre-Approved,type2,p3,High Risk,No,Business,446500,3.99,0.9621,2627.1,360,No,Yes,No,418000,Site Build,Permanent Residency,Home,1,4320,EQUI,597,EXP,45-54,Through Institution,1.0682,North,Direct,1,43,>80%
25379,2019,Conforming,Female,Not Pre-Approved,type1,p4,High Risk,No,Personal,306500,3.75,-0.0582,2627.1,360,Yes,No,No,518000,Site Build,Permanent Residency,Home,1,4260,CIB,698,CIB,45-54,Through Institution,0.5917,South,Direct,0,40,<60%
25380,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,256500,3.75,0.7997,4159.03,240,No,No,No,398000,Site Build,Permanent Residency,Home,1,6780,CIB,536,CIB,45-54,Through Institution,0.6445,North,Direct,0,32,60-80%
25381,2019,Conforming,Joint,Not Pre-Approved,type1,p3,High Risk,No,Personal,206500,4.75,1.2235,3608.63,360,No,No,No,298000,Site Build,Permanent Residency,Home,1,3720,CIB,875,EXP,45-54,Through Institution,0.6930,North,Direct,0,38,60-80%
25382,2019,Non-Conforming,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,576500,3.99,0.3528,2627.1,360,Yes,No,No,978000,Site Build,Permanent Residency,Home,2,4680,CIB,537,CIB,45-54,Direct,0.5895,North,Direct,1,55,<60%
25383,2019,Conforming,Female,Not Pre-Approved,type2,p3,High Risk,No,Business,256500,3.99,0.9621,2627.1,360,No,No,No,348000,Site Build,Permanent Residency,Home,1,3120,CRIF,523,CIB,45-54,Direct,0.7371,North,Direct,1,46,60-80%
25384,2019,Conforming,Joint,Not Pre-Approved,type1,p4,High Risk,No,Personal,556500,3.125,-0.1108,0,180,No,No,No,798000,Site Build,Permanent Residency,Home,1,10740,CIB,822,EXP,55-64,Direct,0.6974,South,Direct,0,31,60-80%
25385,2019,Conforming,Unknown,Not Pre-Approved,type3,p4,High Risk,No,Personal,236500,2.99,-0.698,4595.02,360,No,No,No,298000,Site Build,Permanent Residency,Home,1,5760,EXP,703,CIB,25-34,Through Institution,0.7936,South,Direct,0,43,60-80%
25386,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,486500,3.5,0.1937,13964.19,324,No,No,No,928000,Site Build,Permanent Residency,Home,1,10980,CIB,638,CIB,45-54,Through Institution,0.5242,South,Direct,0,30,<60%
25387,2019,Conforming,Female,Pre-Approved,type3,p3,High Risk,No,Personal,416500,4.125,0.3345,1990,360,No,No,No,488000,Site Build,Permanent Residency,Home,1,6480,CIB,619,CIB,55-64,Through Institution,0.8535,Central,Direct,0,30,>80%
25388,2019,Conforming,Male,Pre-Approved,type3,p4,High Risk,No,Personal,276500,3,-0.7057,1722.89,360,No,No,No,308000,Site Build,Permanent Residency,Home,1,5760,CRIF,671,CIB,65-74,Direct,0.8977,Central,Direct,0,43,>80%
25389,2019,Non-Conforming,Joint,Not Pre-Approved,type2,p4,High Risk,No,Business,126500,3.5,1.224,4478.4,180,No,No,No,148000,Site Build,Permanent Residency,Home,1,8580,CIB,580,EXP,55-64,Through Institution,0.8547,Central,Direct,0,29,>80%
25390,2019,Conforming,Female,Not Pre-Approved,type2,p1,High Risk,No,Business,326500,4.125,0.9786,0,360,No,No,No,338000,Site Build,Permanent Residency,Home,1,4260,CIB,512,CIB,25-34,Through Institution,0.9660,North,Direct,0,47,>80%
25391,2019,Conforming,Joint,Not Pre-Approved,type1,p4,High Risk,No,Personal,486500,3.69,0.0077,941.4,360,No,No,No,658000,Site Build,Permanent Residency,Home,1,8340,EXP,828,EXP,35-44,Direct,0.7394,North,Direct,0,29,60-80%
25392,2019,Conforming,Joint,Not Pre-Approved,type1,p2,High Risk,No,Personal,176500,3.99,0.3528,2627.1,360,No,No,No,418000,Site Build,Secondary Residency,Home,1,9420,EQUI,588,EXP,65-74,Through Institution,0.4222,North,Direct,1,34,<60%
25393,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,High Risk,No,Personal,406500,3.69,-0.028,0,360,No,No,No,548000,Site Build,Permanent Residency,Home,1,15240,CIB,822,EXP,35-44,Direct,0.7418,North,Direct,0,13,60-80%
25394,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,726500,3.99,0.3528,2627.1,360,No,No,No,418000,Site Build,Permanent Residency,Home,1,14160,EQUI,730,EXP,>74,Through Institution,1.7380,South,Direct,1,34,>80%
25395,2019,Conforming,Unknown,Pre-Approved,type2,p4,High Risk,No,Business,266500,3.99,0.9621,2627.1,360,No,No,No,288000,Site Build,Permanent Residency,Home,1,5760,EXP,858,CIB,45-54,Through Institution,0.9253,South,Direct,1,43,>80%
25396,2019,Conforming,Male,Not Pre-Approved,type2,p3,High Risk,No,Business,216500,4.99,1.2567,4054.09,360,No,No,No,258000,Site Build,Permanent Residency,Home,1,5160,EXP,815,CIB,55-64,Through Institution,0.8391,North,Direct,0,32,>80%
25397,2019,Conforming,Joint,Not Pre-Approved,type3,p4,High Risk,No,Personal,366500,3.5,-0.169,2627.1,300,No,No,No,598000,Site Build,Permanent Residency,Home,1,5760,EXP,597,EXP,>74,Through Institution,0.6129,North,Direct,1,43,60-80%
25398,2019,Conforming,Male,Not Pre-Approved,type1,p1,High Risk,No,Personal,566500,3.5,-0.1042,2131.24,360,No,No,No,628000,Site Build,Permanent Residency,Home,1,6000,CIB,731,CIB,35-44,Direct,0.9021,South,Direct,0,49,>80%
25399,2019,Conforming,Joint,Not Pre-Approved,type1,p4,High Risk,No,Personal,386500,3.625,-0.1642,0,360,Yes,No,No,488000,Site Build,Permanent Residency,Home,1,6900,CIB,646,EXP,35-44,Direct,0.7920,South,Direct,0,30,60-80%
25400,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,506500,3.625,-0.1789,209,360,No,No,No,678000,Site Build,Permanent Residency,Home,1,9720,EXP,563,CIB,35-44,Direct,0.7471,South,Direct,0,27,60-80%
25401,2019,Conforming,Male,Pre-Approved,type1,p4,High Risk,No,Personal,226500,4.625,0.4646,5358.88,360,No,No,No,258000,Site Build,Permanent Residency,Home,1,4440,CIB,525,CIB,25-34,Through Institution,0.8779,North,Direct,0,47,>80%
25402,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,416500,3.99,0.2766,6425,360,No,No,No,808000,Site Build,Permanent Residency,Home,1,4260,CRIF,585,EXP,>74,Through Institution,0.5155,South,Direct,0,44,<60%
25403,2019,Conforming,Joint,Not Pre-Approved,type1,p4,High Risk,No,Personal,176500,3.99,0.4736,4156.25,360,No,No,No,268000,Site Build,Permanent Residency,Home,1,3360,CRIF,783,EXP,>74,Through Institution,0.6586,South,Direct,0,40,60-80%
25404,2019,Conforming,Male,Not Pre-Approved,type1,p1,High Risk,No,Personal,506500,4.375,0.559,1890,360,No,No,No,678000,Site Build,Permanent Residency,Home,1,12840,EXP,782,CIB,55-64,Direct,0.7471,North,Direct,0,49,60-80%
25405,2019,Conforming,Unknown,Not Pre-Approved,type1,p1,High Risk,No,Personal,396500,3.99,0.3528,2627.1,360,No,No,No,388000,Site Build,Permanent Residency,Home,1,21000,CIB,540,CIB,45-54,Through Institution,1.0219,South,Direct,1,17,>80%
25406,2019,Conforming,Joint,Not Pre-Approved,type1,p4,High Risk,No,Personal,606500,3.69,-0.0311,4341,360,No,No,No,828000,Site Build,Permanent Residency,Home,1,7800,CRIF,761,EXP,45-54,Direct,0.7325,South,Direct,0,36,60-80%
25407,2019,Conforming,Female,Not Pre-Approved,type1,p1,High Risk,No,Personal,626500,4.125,-0.155,995,360,No,No,No,788000,Site Build,Permanent Residency,Home,1,7560,EXP,784,CIB,25-34,Direct,0.7951,South,Direct,0,44,60-80%
25408,2019,Conforming,Joint,Not Pre-Approved,type1,p4,High Risk,No,Personal,576500,3.75,0.1516,0,180,No,No,No,2608000,Site Build,Permanent Residency,Home,1,11520,CIB,725,EXP,55-64,Direct,0.2211,North,Direct,0,46,<60%
25409,2019,Conforming,Unknown,Not Pre-Approved,type2,p3,High Risk,No,Business,126500,4.25,1.4331,2329.8,360,No,No,No,148000,Site Build,Permanent Residency,Home,1,4680,CRIF,657,EXP,55-64,Through Institution,0.8547,South,Direct,0,49,>80%
25410,2019,Conforming,Male,Not Pre-Approved,type1,p1,High Risk,No,Personal,556500,4.56,0.26,2839,360,Yes,No,No,618000,Site Build,Permanent Residency,Home,1,9720,EXP,752,CIB,35-44,Direct,0.9005,South,Direct,0,40,>80%
25411,2019,Conforming,Joint,Not Pre-Approved,type1,p4,High Risk,No,Personal,546500,3.625,-0.143,0,360,No,No,No,728000,Site Build,Permanent Residency,Home,1,8160,EXP,715,EXP,25-34,Direct,0.7507,North,Direct,0,35,60-80%
25412,2019,Conforming,Joint,Not Pre-Approved,type1,p4,High Risk,No,Personal,196500,3.75,0.605,1410.34,240,No,No,No,278000,Site Build,Permanent Residency,Home,1,2760,CIB,756,EXP,45-54,Direct,0.7068,South,Direct,0,47,60-80%
25413,2019,Conforming,Female,Not Pre-Approved,type2,p1,Low Risk,No,Business,126500,4.5,1.3069,2587.02,360,No,No,No,128000,Site Build,Permanent Residency,Home,1,2160,CIB,834,CIB,35-44,Through Institution,0.9883,Central,Direct,0,40,>80%
25414,2019,Conforming,Joint,Not Pre-Approved,type1,p1,High Risk,No,Personal,356500,3.99,0.3528,2627.1,360,No,No,No,418000,Site Build,Permanent Residency,Home,1,4320,EQUI,557,EXP,45-54,Direct,0.8529,South,Direct,1,43,>80%
25415,2019,Conforming,Female,Not Pre-Approved,type1,p3,High Risk,No,Personal,286500,3.75,0.8279,5250,180,No,No,No,368000,Site Build,Permanent Residency,Home,1,7440,CRIF,833,CIB,55-64,Through Institution,0.7785,North,Direct,0,31,60-80%
25416,2019,Conforming,Male,Not Pre-Approved,type1,p4,Low Risk,No,Personal,166500,3.99,0.3528,2627.1,144,No,No,No,418000,Site Build,Permanent Residency,Home,1,5760,EQUI,585,EXP,65-74,Through Institution,0.3983,North,Direct,1,43,<60%
25417,2019,Conforming,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,226500,4.125,0.5905,4701.56,360,No,No,No,298000,Site Build,Permanent Residency,Home,1,2640,CRIF,880,CIB,65-74,Through Institution,0.7601,North,Direct,0,42,60-80%
25418,2019,Conforming,Joint,Not Pre-Approved,type1,p2,High Risk,No,Personal,486500,4.25,-0.2048,503.24,360,No,No,No,858000,Site Build,Permanent Residency,Home,1,12300,CRIF,616,EXP,35-44,Direct,0.5670,North,Direct,0,21,<60%
25419,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,156500,3.99,0.3528,2627.1,360,No,No,No,418000,Site Build,Permanent Residency,Home,1,3960,EQUI,727,EXP,>74,Through Institution,0.3744,North,Direct,1,43,<60%
25420,2019,Conforming,Female,Pre-Approved,type1,p4,High Risk,No,Personal,236500,4.125,0.4061,295,360,No,No,No,738000,Site Build,Permanent Residency,Home,1,3720,CIB,654,EXP,55-64,Through Institution,0.3205,North,Direct,0,47,<60%
25421,2019,Conforming,Female,Not Pre-Approved,type1,p3,High Risk,No,Personal,486500,3.125,0.5587,16087.19,156,No,No,No,828000,Site Build,Permanent Residency,Home,2,13860,EXP,561,CIB,55-64,Through Institution,0.5876,North,Direct,0,25,<60%
25422,2019,Conforming,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,186500,4.99,1.3913,2378.13,360,No,No,No,378000,Site Build,Investment,Home,1,5340,CIB,791,CIB,45-54,Through Institution,0.4934,North,Direct,0,21,<60%
25423,2019,Conforming,Joint,Not Pre-Approved,type1,p3,High Risk,No,Personal,396500,3.625,0.7804,12246.98,180,No,No,No,568000,Site Build,Permanent Residency,Home,1,13140,CRIF,613,EXP,45-54,Through Institution,0.6981,South,Direct,0,36,60-80%
25424,2019,Conforming,Unknown,Not Pre-Approved,type3,p4,High Risk,No,Personal,346500,3.25,-0.448,0,360,No,No,No,408000,Site Build,Permanent Residency,Home,1,5760,EXP,884,EXP,35-44,Through Institution,0.8493,South,Direct,0,43,>80%
25425,2019,Conforming,Unknown,Not Pre-Approved,type3,p4,High Risk,No,Personal,626500,2.99,-0.6885,6875.07,360,No,No,No,628000,Site Build,Permanent Residency,Home,1,5760,EXP,570,EXP,55-64,Through Institution,0.9976,South,Direct,0,43,>80%
25426,2019,Conforming,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,336500,3.375,-0.2774,3905.9,324,Yes,No,No,578000,Site Build,Permanent Residency,Home,1,3240,EXP,805,CIB,>74,Direct,0.5822,Central,Direct,0,49,<60%
25427,2019,Conforming,Unknown,Pre-Approved,type1,p3,High Risk,No,Personal,306500,4.18,-0.0623,4241.88,360,No,No,No,528000,Site Build,Permanent Residency,Home,1,3600,CIB,899,EXP,45-54,Through Institution,0.5805,South,Direct,0,44,<60%
25428,2019,Conforming,Female,Not Pre-Approved,type1,p3,High Risk,No,Personal,416500,3.25,-0.3023,6022.5,360,No,No,No,558000,Site Build,Permanent Residency,Home,1,6360,EXP,890,CIB,65-74,Direct,0.7464,North,Direct,0,33,60-80%
25429,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,436500,2.99,0.3374,14135.15,180,No,No,No,908000,Site Build,Secondary Residency,Home,1,14340,CRIF,545,CIB,>74,Through Institution,0.4807,North,Direct,0,41,<60%
25430,2019,Conforming,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,486500,3.99,0.3528,2627.1,360,No,No,No,578000,Site Build,Permanent Residency,Home,1,8760,CIB,720,CIB,35-44,Through Institution,0.8417,North,Direct,1,46,>80%
25431,2019,Conforming,Female,Not Pre-Approved,type1,p4,High Risk,No,Personal,286500,3.99,0.3528,2627.1,360,No,Yes,No,418000,Site Build,Permanent Residency,Home,1,4620,EQUI,775,EXP,65-74,Through Institution,0.6854,North,Direct,1,43,60-80%
25432,2019,Conforming,Joint,Not Pre-Approved,type2,p4,High Risk,No,Business,516500,3.625,0.8943,0,360,No,No,No,638000,Site Build,Permanent Residency,Home,1,5760,EXP,722,EXP,25-34,Direct,0.8096,North,Direct,0,43,>80%
25433,2019,Conforming,Joint,Not Pre-Approved,type1,p4,Low Risk,No,Personal,596500,4.56,0.4791,4720,360,No,No,No,758000,Site Build,Permanent Residency,Home,1,16680,CIB,526,EXP,35-44,Through Institution,0.7869,North,Direct,0,36,60-80%
25434,2019,Conforming,Joint,Not Pre-Approved,type1,p3,High Risk,No,Personal,716500,3.99,0.3528,2627.1,360,No,No,No,1198000,Site Build,Permanent Residency,Home,1,7860,CRIF,553,EXP,25-34,Direct,0.5981,North,Direct,1,61,<60%
25435,2019,Non-Conforming,Unknown,Not Pre-Approved,type3,p3,High Risk,No,Personal,566500,4.5,0.3124,710.51,360,Yes,No,No,608000,Site Build,Permanent Residency,Home,1,16260,CIB,561,CIB,55-64,Through Institution,0.9317,South,Direct,0,22,>80%
25436,2019,Conforming,Female,Not Pre-Approved,type1,p3,High Risk,No,Personal,296500,4.375,0.9005,9133.25,360,No,No,No,368000,Site Build,Permanent Residency,Home,1,4680,CRIF,845,CIB,55-64,Through Institution,0.8057,South,Direct,0,40,>80%
25437,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,356500,3.625,0.037,0,360,No,No,No,448000,Site Build,Permanent Residency,Home,1,5160,CRIF,815,CIB,<25,Direct,0.7958,South,Direct,0,39,60-80%
25438,2019,Conforming,Female,Pre-Approved,type1,p1,High Risk,No,Personal,256500,5.125,0.7443,2716.74,360,Yes,No,No,268000,Site Build,Permanent Residency,Home,1,5760,EXP,513,CIB,35-44,Through Institution,0.9571,North,Direct,0,36,>80%
25439,2019,Conforming,Joint,Not Pre-Approved,type1,p1,High Risk,No,Personal,586500,4,0.491,4395,360,No,No,No,728000,Site Build,Permanent Residency,Home,1,7800,CRIF,569,EXP,45-54,Direct,0.8056,North,Direct,0,45,>80%
25440,2019,Conforming,Joint,Not Pre-Approved,type1,p4,Low Risk,No,Personal,626500,4.375,0.4637,0,360,No,No,No,728000,Site Build,Permanent Residency,Home,1,9060,EXP,898,EXP,45-54,Direct,0.8606,South,Direct,0,41,>80%
25441,2019,Conforming,Joint,Not Pre-Approved,type1,p3,High Risk,No,Personal,266500,4.5,0.1008,795,360,No,No,No,528000,Site Build,Permanent Residency,Home,1,4260,CIB,719,EXP,55-64,Through Institution,0.5047,North,Direct,0,46,<60%
25442,2019,Conforming,Joint,Not Pre-Approved,type1,p1,High Risk,No,Personal,236500,3.625,0.3673,4147.88,360,No,No,No,238000,Site Build,Permanent Residency,Home,1,3300,CIB,596,EXP,25-34,Through Institution,0.9937,North,Direct,0,49,>80%
25443,2019,Conforming,Female,Not Pre-Approved,type1,p4,High Risk,No,Personal,286500,3.625,-0.0425,433.6,360,No,No,No,548000,Site Build,Permanent Residency,Home,1,4440,EXP,879,EXP,25-34,Direct,0.5228,South,Direct,0,31,<60%
25444,2019,Conforming,Unknown,Not Pre-Approved,type3,p4,High Risk,No,Personal,566500,4.125,-0.0713,0,360,No,No,No,658000,Site Build,Permanent Residency,Home,1,5760,EXP,814,EXP,45-54,Through Institution,0.8609,South,Direct,0,43,>80%
25445,2019,Conforming,Female,Not Pre-Approved,type1,p1,High Risk,No,Personal,656500,4.99,1.014,1790,360,Yes,No,No,698000,Site Build,Permanent Residency,Home,1,11100,CIB,750,CIB,35-44,Direct,0.9405,South,Direct,0,41,>80%
